player_id,register_date,days_since_register,last_login_days_ago,segment,is_payer,total_payment,avg_session_minutes,restaurant_level,collection_progress,vip_preference_score,event_sensitivity,churn_risk_score
P01711,2026-03-08,9,3,new_players,False,0.0,14.6,4,0.076,0.189,0.461,0.354
P01712,2025-09-30,168,45,churn_risk_players,False,0.0,13.1,14,0.235,0.204,0.764,0.953
P01713,2026-03-08,9,1,new_players,False,0.0,14.8,1,0.037,0.099,0.567,0.261
P01714,2025-04-23,328,2,high_value_payers,True,122.38,58.1,43,0.983,0.96,0.603,0.065
P01715,2025-08-30,199,9,returning_players,False,0.0,19.7,22,0.375,0.386,0.771,0.513
P01716,2025-08-23,206,7,returning_players,False,0.0,32.8,23,0.476,0.563,0.883,0.407
P01717,2026-01-31,45,1,active_non_payers,False,0.0,71.5,25,0.65,0.159,0.743,0.114
P01718,2025-12-13,94,3,returning_players,False,0.0,41.0,19,0.591,0.364,0.956,0.304
P01719,2025-09-27,171,1,high_value_payers,True,79.76,78.0,46,0.97,0.985,0.493,0.116
P01720,2025-10-01,167,10,returning_players,False,0.0,20.4,17,0.765,0.309,0.87,0.44
P01721,2025-11-08,129,2,active_non_payers,False,0.0,41.4,17,0.776,0.187,0.722,0.081
P01722,2026-03-14,3,3,new_players,False,0.0,19.5,4,0.109,0.108,0.486,0.325
P01723,2025-07-29,231,1,active_non_payers,False,0.0,52.5,26,0.523,0.179,0.632,0.108
P01724,2025-10-19,149,1,active_non_payers,False,0.0,89.9,32,0.749,0.195,0.668,0.146
P01725,2025-09-09,189,44,churn_risk_players,False,0.0,8.4,18,0.157,0.321,0.761,0.962
P01726,2026-03-06,11,1,new_players,False,0.0,11.3,2,0.061,0.105,0.35,0.394
P01727,2025-10-22,146,2,returning_players,False,0.0,42.4,18,0.7,0.581,0.93,0.345
P01728,2025-11-20,117,6,returning_players,True,9.03,40.5,22,0.668,0.288,0.734,0.266
P01729,2025-11-24,113,3,active_non_payers,False,0.0,91.0,35,0.755,0.179,0.606,0.155
P01730,2025-09-24,174,5,returning_players,False,0.0,28.7,20,0.712,0.469,0.771,0.243
P01731,2025-03-04,378,39,churn_risk_players,False,0.0,10.0,14,0.489,0.403,0.674,0.983
P01732,2026-01-21,55,2,active_non_payers,False,0.0,67.5,32,0.667,0.315,0.709,0.147
P01733,2026-03-12,5,4,new_players,False,0.0,22.1,4,0.095,0.152,0.38,0.41
P01734,2026-03-08,9,3,new_players,False,0.0,17.9,3,0.065,0.249,0.458,0.38
P01735,2025-12-16,91,3,active_non_payers,False,0.0,66.1,22,0.826,0.285,0.763,0.145
P01736,2025-12-15,92,6,returning_players,False,0.0,39.0,11,0.706,0.464,0.787,0.422
P01737,2025-12-15,92,2,active_non_payers,False,0.0,62.7,28,0.868,0.255,0.723,0.186
P01738,2025-07-01,259,42,churn_risk_players,False,0.0,9.2,7,0.402,0.245,0.815,0.956
P01739,2026-03-06,11,4,new_players,False,0.0,22.1,2,0.077,0.181,0.543,0.397
P01740,2025-11-18,119,2,high_value_payers,True,368.09,63.5,47,0.972,0.953,0.388,0.109
P01741,2025-09-05,193,43,churn_risk_players,False,0.0,15.6,14,0.419,0.194,0.732,0.83
P01742,2025-12-30,77,14,churn_risk_players,False,0.0,6.0,11,0.478,0.167,0.645,0.951
P01743,2025-12-10,97,21,churn_risk_players,True,22.15,7.7,7,0.518,0.223,0.575,0.916
P01744,2026-03-04,13,1,new_players,False,0.0,14.3,3,0.104,0.187,0.637,0.335
P01745,2025-05-01,320,1,returning_players,False,0.0,23.7,18,0.583,0.346,0.939,0.242
P01746,2025-03-31,351,10,returning_players,False,0.0,38.0,12,0.593,0.321,0.795,0.389
P01747,2025-03-21,361,1,high_value_payers,True,71.56,63.4,37,0.963,0.971,0.396,0.119
P01748,2025-12-08,99,1,returning_players,False,0.0,32.3,16,0.531,0.536,0.862,0.45
P01749,2026-03-08,9,2,new_players,False,0.0,15.9,1,0.058,0.195,0.416,0.39
P01750,2026-03-06,11,3,new_players,False,0.0,12.1,4,0.059,0.177,0.539,0.464
P01751,2025-08-08,221,25,churn_risk_players,True,7.99,6.9,12,0.292,0.234,0.687,0.841
P01752,2025-04-17,334,2,high_value_payers,True,80.99,66.4,44,0.963,0.98,0.629,0.085
P01753,2026-03-14,3,2,new_players,False,0.0,12.6,4,0.032,0.163,0.533,0.345
P01754,2026-03-06,11,1,new_players,False,0.0,12.5,3,0.108,0.228,0.375,0.463
P01755,2025-12-28,79,42,churn_risk_players,False,0.0,10.1,17,0.461,0.445,0.685,0.894
P01756,2025-02-16,394,21,churn_risk_players,False,0.0,16.8,10,0.297,0.267,0.645,0.887
P01757,2026-03-16,1,1,new_players,False,0.0,18.6,3,0.056,0.128,0.475,0.381
P01758,2026-01-18,58,1,active_non_payers,False,0.0,79.0,26,0.826,0.283,0.615,0.193
P01759,2026-03-12,5,0,new_players,False,0.0,9.4,6,0.063,0.173,0.52,0.298
P01760,2025-12-28,79,2,active_non_payers,False,0.0,77.1,21,0.88,0.334,0.666,0.17
P01761,2025-07-10,250,42,churn_risk_players,False,0.0,9.2,12,0.556,0.193,0.847,0.922
P01762,2025-04-21,330,35,churn_risk_players,False,0.0,18.2,9,0.474,0.353,0.83,0.966
P01763,2025-11-01,136,0,high_value_payers,True,172.06,55.9,38,0.887,0.962,0.632,0.125
P01764,2026-03-05,12,1,new_players,False,0.0,14.9,3,0.064,0.177,0.542,0.314
P01765,2025-12-08,99,1,active_non_payers,False,0.0,69.6,15,0.65,0.358,0.674,0.229
P01766,2025-10-24,144,1,returning_players,False,0.0,45.7,17,0.696,0.316,0.953,0.418
P01767,2025-08-16,213,17,churn_risk_players,False,0.0,14.1,11,0.253,0.371,0.637,0.932
P01768,2025-05-06,315,24,churn_risk_players,False,0.0,6.5,18,0.5,0.304,0.886,0.897
P01769,2025-07-10,250,0,high_value_payers,True,204.29,81.4,50,0.946,0.958,0.612,0.077
P01770,2026-03-07,10,0,new_players,False,0.0,19.9,3,0.08,0.19,0.398,0.477
P01771,2025-01-19,422,1,high_value_payers,True,577.31,40.2,42,0.918,0.948,0.461,0.057
P01772,2026-01-22,54,0,active_non_payers,False,0.0,47.6,27,0.701,0.19,0.541,0.09
P01773,2025-10-30,138,11,churn_risk_players,False,0.0,6.8,10,0.296,0.321,0.599,0.834
P01774,2025-08-26,203,9,returning_players,True,28.05,32.3,18,0.496,0.47,0.888,0.321
P01775,2026-02-07,38,2,active_non_payers,False,0.0,85.8,19,0.895,0.281,0.786,0.188
P01776,2025-06-23,267,7,returning_players,False,0.0,41.5,11,0.429,0.491,0.889,0.393
P01777,2026-01-18,58,31,churn_risk_players,False,0.0,15.4,14,0.305,0.37,0.775,0.972
P01778,2026-03-06,11,2,new_players,True,5.31,16.3,2,0.076,0.126,0.36,0.449
P01779,2026-03-09,8,0,new_players,False,0.0,19.9,3,0.059,0.174,0.385,0.359
P01780,2025-05-03,318,3,returning_players,False,0.0,18.9,23,0.52,0.371,0.938,0.518
P01781,2026-01-31,45,2,active_non_payers,False,0.0,48.5,24,0.656,0.26,0.587,0.206
P01782,2026-03-05,12,4,new_players,False,0.0,19.6,3,0.089,0.16,0.453,0.373
P01783,2025-10-05,163,2,active_non_payers,False,0.0,57.9,16,0.722,0.14,0.686,0.135
P01784,2025-07-23,237,2,active_non_payers,False,0.0,69.0,31,0.807,0.239,0.803,0.106
P01785,2026-01-23,53,0,active_non_payers,False,0.0,90.7,20,0.842,0.166,0.719,0.176
P01786,2025-09-03,195,2,active_non_payers,False,0.0,88.3,14,0.866,0.216,0.67,0.186
P01787,2025-09-21,177,41,churn_risk_players,False,0.0,11.0,9,0.319,0.374,0.889,0.985
P01788,2025-07-27,233,2,active_non_payers,False,0.0,73.6,25,0.84,0.249,0.642,0.218
P01789,2025-06-01,289,9,returning_players,False,0.0,29.8,13,0.694,0.263,0.886,0.417
P01790,2025-11-03,134,3,active_non_payers,False,0.0,89.5,22,0.633,0.245,0.583,0.183
P01791,2025-02-27,383,23,churn_risk_players,False,0.0,7.9,6,0.274,0.353,0.783,0.901
P01792,2026-01-20,56,36,churn_risk_players,False,0.0,14.9,10,0.401,0.309,0.783,0.914
P01793,2025-06-29,261,15,churn_risk_players,False,0.0,9.4,12,0.283,0.278,0.682,0.818
P01794,2025-11-23,114,8,returning_players,False,0.0,31.9,23,0.568,0.38,0.943,0.432
P01795,2026-02-13,32,2,active_non_payers,False,0.0,62.6,31,0.848,0.152,0.713,0.26
P01796,2026-02-06,39,3,active_non_payers,False,0.0,72.0,34,0.789,0.37,0.763,0.106
P01797,2025-06-14,276,5,returning_players,True,27.48,46.0,17,0.383,0.542,0.966,0.327
P01798,2025-12-26,81,2,returning_players,False,0.0,47.8,12,0.555,0.579,0.843,0.228
P01799,2025-08-25,204,2,high_value_payers,True,121.11,56.9,43,0.912,0.93,0.69,0.047
P01800,2025-04-26,325,31,churn_risk_players,False,0.0,10.8,20,0.33,0.175,0.704,0.876
P01801,2025-09-09,189,1,active_non_payers,False,0.0,71.1,26,0.676,0.209,0.612,0.139
P01802,2025-07-31,229,9,returning_players,False,0.0,41.9,19,0.585,0.378,0.925,0.389
P01803,2025-08-01,228,2,active_non_payers,False,0.0,75.8,28,0.655,0.201,0.723,0.202
P01804,2026-02-14,31,2,active_non_payers,False,0.0,50.6,28,0.703,0.185,0.71,0.116
P01805,2026-02-09,36,2,active_non_payers,False,0.0,87.8,27,0.65,0.277,0.575,0.131
P01806,2025-11-23,114,19,churn_risk_players,False,0.0,17.1,15,0.293,0.281,0.791,0.968
P01807,2025-07-26,234,1,high_value_payers,True,179.67,67.9,41,0.785,0.891,0.462,0.047
P01808,2025-08-11,218,1,active_non_payers,False,0.0,84.2,27,0.792,0.264,0.647,0.11
P01809,2026-03-14,3,3,new_players,False,0.0,13.5,2,0.079,0.202,0.494,0.256
P01810,2025-10-07,161,0,active_non_payers,False,0.0,74.1,23,0.86,0.371,0.542,0.14
P01811,2026-01-31,45,1,active_non_payers,False,0.0,45.0,25,0.877,0.323,0.729,0.229
P01812,2026-01-05,71,4,returning_players,False,0.0,41.4,15,0.731,0.564,0.894,0.207
P01813,2025-09-10,188,2,returning_players,True,46.25,38.5,22,0.763,0.557,0.894,0.389
P01814,2025-12-02,105,1,active_non_payers,False,0.0,59.3,32,0.715,0.338,0.753,0.103
P01815,2025-04-26,325,14,churn_risk_players,False,0.0,6.6,12,0.446,0.203,0.699,0.907
P01816,2025-06-01,289,8,returning_players,False,0.0,40.1,14,0.416,0.483,0.916,0.422
P01817,2026-01-16,60,1,active_non_payers,False,0.0,87.3,24,0.617,0.359,0.569,0.107
P01818,2025-06-11,279,3,returning_players,False,0.0,17.5,10,0.594,0.517,0.932,0.351
P01819,2025-08-01,228,28,churn_risk_players,False,0.0,13.9,12,0.437,0.459,0.75,0.844
P01820,2026-01-18,58,9,churn_risk_players,False,0.0,11.2,9,0.272,0.361,0.761,0.963
P01821,2025-05-31,290,6,returning_players,False,0.0,34.5,22,0.726,0.599,0.954,0.334
P01822,2025-10-25,143,0,active_non_payers,False,0.0,68.9,24,0.649,0.171,0.603,0.102
P01823,2026-02-17,28,2,active_non_payers,False,0.0,64.9,19,0.925,0.33,0.538,0.09
P01824,2026-01-08,68,3,active_non_payers,False,0.0,57.0,15,0.879,0.196,0.58,0.226
P01825,2025-01-02,439,2,high_value_payers,True,214.72,72.0,42,0.915,0.912,0.593,0.102
P01826,2026-01-16,60,44,churn_risk_players,False,0.0,15.8,9,0.314,0.289,0.837,0.861
P01827,2025-09-29,169,40,churn_risk_players,False,0.0,10.0,13,0.421,0.428,0.724,0.795
P01828,2025-06-25,265,9,returning_players,False,0.0,40.0,12,0.749,0.31,0.71,0.319
P01829,2025-06-04,286,27,churn_risk_players,False,0.0,11.9,17,0.335,0.269,0.772,0.893
P01830,2025-08-19,210,10,churn_risk_players,False,0.0,12.8,15,0.498,0.359,0.742,0.901
P01831,2025-07-07,253,28,churn_risk_players,False,0.0,17.9,8,0.241,0.381,0.658,0.925
P01832,2025-06-28,262,3,returning_players,False,0.0,24.6,18,0.528,0.637,0.91,0.385
P01833,2025-11-18,119,1,returning_players,False,0.0,35.2,19,0.536,0.499,0.818,0.246
P01834,2025-12-29,78,0,active_non_payers,False,0.0,77.5,31,0.876,0.222,0.649,0.089
P01835,2025-02-21,389,10,churn_risk_players,False,0.0,8.5,10,0.34,0.181,0.831,0.88
P01836,2025-09-02,196,0,active_non_payers,False,0.0,71.3,29,0.628,0.285,0.697,0.218
P01837,2025-05-06,315,30,churn_risk_players,False,0.0,8.7,16,0.632,0.232,0.793,0.881
P01838,2026-03-05,12,3,new_players,False,0.0,18.2,4,0.102,0.108,0.551,0.326
P01839,2025-05-05,316,1,high_value_payers,True,157.25,57.5,45,0.914,0.94,0.587,0.072
P01840,2025-09-12,186,38,churn_risk_players,False,0.0,7.8,18,0.626,0.178,0.566,0.842
P01841,2025-12-01,106,1,active_non_payers,False,0.0,66.1,21,0.803,0.33,0.584,0.158
P01842,2025-09-26,172,23,churn_risk_players,False,0.0,10.3,18,0.175,0.251,0.744,0.943
P01843,2026-03-04,13,1,new_players,False,0.0,13.0,2,0.058,0.239,0.606,0.235
P01844,2025-12-01,106,2,high_value_payers,True,121.4,43.1,33,0.884,0.883,0.711,0.11
P01845,2025-05-23,298,25,churn_risk_players,True,2.22,7.3,11,0.385,0.252,0.79,0.886
P01846,2026-01-25,51,10,churn_risk_players,False,0.0,10.0,14,0.548,0.324,0.724,0.898
P01847,2025-05-01,320,2,returning_players,True,24.59,21.6,17,0.676,0.334,0.964,0.384
P01848,2025-11-03,134,30,churn_risk_players,True,24.98,12.3,8,0.292,0.22,0.751,0.877
P01849,2025-10-02,166,2,returning_players,False,0.0,26.4,15,0.619,0.515,0.927,0.433
P01850,2025-03-30,352,11,returning_players,True,27.71,32.3,20,0.524,0.464,0.877,0.336
P01851,2025-12-10,97,23,churn_risk_players,False,0.0,10.0,17,0.448,0.236,0.671,0.918
P01852,2026-03-14,3,2,new_players,False,0.0,22.8,2,0.041,0.094,0.439,0.362
P01853,2025-02-08,402,0,high_value_payers,True,105.6,45.2,47,0.946,0.968,0.615,0.153
P01854,2025-04-13,338,6,returning_players,False,0.0,40.1,22,0.33,0.654,0.825,0.38
P01855,2026-01-22,54,9,churn_risk_players,False,0.0,12.7,14,0.214,0.194,0.561,0.857
P01856,2025-06-04,286,10,returning_players,True,2.22,31.5,16,0.37,0.292,0.921,0.499
P01857,2025-08-31,198,2,active_non_payers,False,0.0,84.3,28,0.6,0.243,0.575,0.235
P01858,2025-05-27,294,28,churn_risk_players,False,0.0,12.4,14,0.467,0.391,0.837,0.918
P01859,2025-08-31,198,0,active_non_payers,False,0.0,55.5,29,0.771,0.365,0.613,0.113
P01860,2025-08-30,199,2,returning_players,True,20.17,44.0,20,0.57,0.311,0.87,0.394
P01861,2025-08-12,217,3,active_non_payers,False,0.0,50.3,24,0.656,0.174,0.656,0.113
P01862,2025-11-24,113,1,active_non_payers,False,0.0,60.2,23,0.683,0.319,0.744,0.231
P01863,2025-10-18,150,2,returning_players,False,0.0,33.6,12,0.525,0.393,0.812,0.53
P01864,2025-08-28,201,32,churn_risk_players,False,0.0,14.9,9,0.214,0.208,0.637,0.922
P01865,2025-09-11,187,2,active_non_payers,False,0.0,63.9,18,0.931,0.213,0.682,0.14
P01866,2025-03-09,373,25,churn_risk_players,False,0.0,7.1,7,0.307,0.276,0.661,0.822
P01867,2025-02-24,386,38,churn_risk_players,False,0.0,9.9,14,0.219,0.268,0.741,0.944
P01868,2025-09-10,188,13,churn_risk_players,True,14.13,5.2,9,0.357,0.235,0.886,0.87
P01869,2025-07-10,250,10,returning_players,False,0.0,29.5,12,0.667,0.468,0.951,0.416
P01870,2026-03-03,14,1,new_players,False,0.0,13.5,1,0.082,0.153,0.417,0.488
P01871,2025-07-29,231,2,high_value_payers,True,97.58,78.8,39,0.994,0.938,0.573,0.067
P01872,2025-10-01,167,18,churn_risk_players,False,0.0,10.3,12,0.402,0.132,0.711,0.844
P01873,2025-12-07,100,1,returning_players,True,14.23,38.1,21,0.554,0.426,0.867,0.326
P01874,2025-11-05,132,2,active_non_payers,False,0.0,86.1,34,0.874,0.181,0.654,0.187
P01875,2026-03-05,12,4,new_players,False,0.0,13.3,3,0.026,0.093,0.476,0.361
P01876,2025-09-22,176,3,active_non_payers,False,0.0,66.9,28,0.877,0.31,0.712,0.19
P01877,2025-06-29,261,3,returning_players,True,54.48,43.2,15,0.583,0.331,0.808,0.391
P01878,2025-07-15,245,5,returning_players,True,5.49,39.8,24,0.599,0.226,0.722,0.462
P01879,2025-09-02,196,3,active_non_payers,False,0.0,78.6,21,0.669,0.248,0.668,0.113
P01880,2025-06-15,275,34,churn_risk_players,False,0.0,8.9,20,0.161,0.255,0.81,0.927
P01881,2025-07-23,237,2,active_non_payers,False,0.0,79.1,30,0.676,0.256,0.599,0.175
P01882,2026-03-04,13,2,new_players,False,0.0,10.6,5,0.089,0.201,0.566,0.465
P01883,2025-11-11,126,1,active_non_payers,False,0.0,85.0,33,0.813,0.244,0.759,0.184
P01884,2025-12-17,90,0,high_value_payers,True,151.23,79.4,31,0.988,0.977,0.579,0.068
P01885,2025-11-24,113,1,active_non_payers,False,0.0,71.1,33,0.841,0.311,0.574,0.123
P01886,2025-08-11,218,0,active_non_payers,False,0.0,83.1,28,0.633,0.279,0.633,0.134
P01887,2025-10-22,146,0,high_value_payers,True,234.72,72.6,40,0.972,0.914,0.754,0.082
P01888,2025-09-13,185,9,returning_players,False,0.0,45.2,18,0.471,0.663,0.908,0.432
P01889,2025-08-12,217,3,active_non_payers,False,0.0,71.0,15,0.84,0.258,0.784,0.103
P01890,2025-12-05,102,19,churn_risk_players,True,1.25,7.9,13,0.46,0.179,0.819,0.84
P01891,2025-07-11,249,1,returning_players,True,11.33,35.5,20,0.561,0.26,0.86,0.414
P01892,2025-06-01,289,10,returning_players,False,0.0,23.8,15,0.516,0.552,0.9,0.314
P01893,2025-12-04,103,2,high_value_payers,True,266.82,52.5,41,0.891,0.898,0.686,0.067
P01894,2026-03-09,8,4,new_players,False,0.0,17.7,5,0.11,0.246,0.445,0.417
P01895,2025-01-03,438,2,high_value_payers,True,109.56,45.2,48,0.795,0.956,0.527,0.095
P01896,2025-08-29,200,1,active_non_payers,False,0.0,81.5,29,0.918,0.239,0.697,0.189
P01897,2025-12-31,76,1,returning_players,False,0.0,48.3,19,0.46,0.577,0.948,0.422
P01898,2025-11-27,110,3,returning_players,False,0.0,35.2,16,0.584,0.422,0.806,0.541
P01899,2026-03-15,2,0,new_players,False,0.0,9.7,4,0.067,0.198,0.507,0.328
P01900,2026-01-08,68,0,active_non_payers,False,0.0,88.3,34,0.808,0.359,0.691,0.102
P01901,2025-05-16,305,9,returning_players,False,0.0,21.1,22,0.732,0.298,0.972,0.428
P01902,2025-03-19,363,23,churn_risk_players,True,19.81,7.6,7,0.259,0.169,0.688,0.92
P01903,2025-05-14,307,23,churn_risk_players,True,26.13,12.5,18,0.283,0.213,0.627,0.955
P01904,2025-08-23,206,1,active_non_payers,False,0.0,74.3,31,0.821,0.34,0.577,0.158
P01905,2026-03-07,10,2,new_players,False,0.0,16.8,2,0.07,0.24,0.427,0.26
P01906,2026-03-15,2,0,new_players,False,0.0,19.6,5,0.082,0.204,0.468,0.383
P01907,2025-06-18,272,7,returning_players,True,18.97,35.9,10,0.348,0.451,0.949,0.346
P01908,2025-10-12,156,25,churn_risk_players,False,0.0,10.1,11,0.622,0.522,0.715,0.919
P01909,2026-03-15,2,0,new_players,False,0.0,17.2,4,0.039,0.114,0.581,0.303
P01910,2026-03-14,3,3,new_players,False,0.0,10.9,3,0.061,0.139,0.564,0.495
P01911,2025-07-28,232,1,active_non_payers,False,0.0,41.8,17,0.905,0.21,0.561,0.097
P01912,2025-06-27,263,8,returning_players,False,0.0,26.2,11,0.565,0.673,0.963,0.316
P01913,2026-03-04,13,0,new_players,True,6.17,11.0,4,0.083,0.243,0.436,0.415
P01914,2025-07-16,244,16,churn_risk_players,True,32.82,6.7,13,0.223,0.224,0.808,0.957
P01915,2025-09-15,183,1,active_non_payers,False,0.0,85.1,30,0.716,0.159,0.674,0.119
P01916,2025-12-20,87,0,active_non_payers,False,0.0,61.6,25,0.724,0.227,0.697,0.209
P01917,2026-03-06,11,3,new_players,False,0.0,22.4,2,0.084,0.091,0.486,0.455
P01918,2025-08-14,215,30,churn_risk_players,False,0.0,15.1,8,0.401,0.288,0.693,0.782
P01919,2025-11-25,112,1,high_value_payers,True,158.61,73.0,46,0.797,0.923,0.681,0.087
P01920,2025-12-16,91,0,high_value_payers,True,351.54,64.5,47,0.967,0.954,0.674,0.038
P01921,2025-02-22,388,22,churn_risk_players,False,0.0,12.3,7,0.144,0.266,0.641,0.928
P01922,2025-09-04,194,7,returning_players,False,0.0,26.7,20,0.662,0.538,0.928,0.322
P01923,2025-11-08,129,10,returning_players,False,0.0,36.3,14,0.668,0.508,0.809,0.451
P01924,2025-07-04,256,2,returning_players,False,0.0,45.5,23,0.542,0.414,0.951,0.409
P01925,2025-06-02,288,7,returning_players,False,0.0,37.4,16,0.616,0.628,0.951,0.209
P01926,2026-03-13,4,2,new_players,False,0.0,15.5,4,0.128,0.168,0.538,0.457
P01927,2025-01-25,416,2,high_value_payers,True,182.65,65.8,38,0.896,0.895,0.562,0.046
P01928,2026-03-11,6,3,new_players,False,0.0,19.5,3,0.122,0.212,0.45,0.276
P01929,2025-12-07,100,0,high_value_payers,True,287.44,79.3,48,0.927,0.964,0.639,0.072
P01930,2025-07-13,247,0,high_value_payers,True,192.58,80.2,41,0.863,0.969,0.659,0.142
P01931,2026-01-08,68,1,active_non_payers,False,0.0,62.8,30,0.858,0.221,0.593,0.191
P01932,2026-03-05,12,0,new_players,False,0.0,13.0,3,0.063,0.207,0.524,0.345
P01933,2025-11-07,130,1,high_value_payers,True,318.92,63.3,35,0.969,0.946,0.461,0.053
P01934,2025-09-08,190,38,churn_risk_players,False,0.0,9.1,12,0.358,0.323,0.753,0.918
P01935,2025-10-03,165,1,active_non_payers,False,0.0,88.5,32,0.707,0.426,0.634,0.242
P01936,2026-03-08,9,1,new_players,False,0.0,21.9,2,0.028,0.283,0.411,0.295
P01937,2025-04-08,343,11,returning_players,True,1.9,40.6,20,0.565,0.364,0.905,0.324
P01938,2025-09-19,179,3,active_non_payers,False,0.0,67.6,32,0.933,0.163,0.699,0.176
P01939,2026-02-20,25,0,active_non_payers,False,0.0,69.7,23,0.625,0.157,0.59,0.239
P01940,2025-07-30,230,3,active_non_payers,False,0.0,78.7,20,0.686,0.227,0.732,0.16
P01941,2025-07-25,235,2,active_non_payers,False,0.0,77.0,32,0.658,0.339,0.688,0.08
P01942,2025-10-09,159,30,churn_risk_players,False,0.0,16.2,18,0.434,0.313,0.839,0.952
P01943,2025-09-04,194,0,high_value_payers,True,134.42,66.2,38,0.894,0.941,0.465,0.092
P01944,2025-10-15,153,3,active_non_payers,False,0.0,72.4,21,0.826,0.287,0.612,0.112
P01945,2025-07-19,241,18,churn_risk_players,False,0.0,6.0,9,0.348,0.144,0.715,0.938
P01946,2025-07-15,245,2,returning_players,False,0.0,49.2,23,0.619,0.424,0.783,0.538
P01947,2025-03-03,379,2,high_value_payers,True,141.79,39.7,47,0.931,0.95,0.703,0.064
P01948,2026-03-16,1,1,new_players,False,0.0,25.7,2,0.07,0.14,0.417,0.466
P01949,2025-09-05,193,2,high_value_payers,True,309.91,62.9,44,0.929,0.892,0.489,0.128
P01950,2026-02-12,33,0,active_non_payers,False,0.0,78.4,18,0.659,0.331,0.682,0.124
P01951,2025-11-08,129,2,active_non_payers,False,0.0,81.1,27,0.895,0.14,0.547,0.077
P01952,2025-07-27,233,11,returning_players,False,0.0,46.5,21,0.585,0.23,0.809,0.512
P01953,2025-09-16,182,3,active_non_payers,False,0.0,66.5,30,0.723,0.234,0.645,0.148
P01954,2025-02-12,398,9,churn_risk_players,False,0.0,6.9,15,0.184,0.147,0.846,0.966
P01955,2026-03-07,10,2,new_players,False,0.0,16.4,2,0.085,0.107,0.508,0.278
P01956,2025-03-02,380,28,churn_risk_players,False,0.0,17.8,9,0.415,0.214,0.794,0.953
P01957,2025-06-08,282,2,high_value_payers,True,215.75,71.9,40,0.853,0.902,0.637,0.071
P01958,2025-12-18,89,40,churn_risk_players,False,0.0,11.1,8,0.234,0.176,0.694,0.961
P01959,2025-07-26,234,0,active_non_payers,False,0.0,84.3,20,0.914,0.203,0.762,0.106
P01960,2025-07-31,229,7,returning_players,False,0.0,45.3,26,0.599,0.324,0.808,0.334
P01961,2025-12-15,92,28,churn_risk_players,False,0.0,10.8,15,0.439,0.271,0.756,0.914
P01962,2025-03-31,351,37,churn_risk_players,False,0.0,11.1,15,0.46,0.303,0.723,0.911
P01963,2025-07-28,232,41,churn_risk_players,True,43.47,13.8,16,0.525,0.353,0.779,0.943
P01964,2025-06-08,282,1,high_value_payers,True,311.92,55.3,45,0.981,0.914,0.603,0.07
P01965,2025-10-23,145,24,churn_risk_players,False,0.0,18.9,17,0.322,0.212,0.713,0.983
P01966,2025-09-05,193,16,churn_risk_players,False,0.0,17.2,11,0.349,0.198,0.667,0.971
P01967,2026-03-03,14,3,new_players,False,0.0,27.6,3,0.111,0.257,0.531,0.287
P01968,2025-03-27,355,8,returning_players,False,0.0,28.9,21,0.612,0.426,0.918,0.551
P01969,2025-05-03,318,0,high_value_payers,True,218.74,64.2,50,0.994,0.98,0.588,0.067
P01970,2025-06-02,288,7,returning_players,False,0.0,37.0,24,0.56,0.481,0.863,0.417
P01971,2026-02-16,29,3,active_non_payers,False,0.0,85.7,20,0.867,0.266,0.792,0.14
P01972,2025-05-28,293,9,returning_players,False,0.0,45.1,23,0.451,0.317,0.881,0.277
P01973,2025-08-27,202,9,returning_players,True,11.85,46.4,22,0.671,0.455,0.924,0.361
P01974,2026-03-05,12,2,new_players,True,4.1,9.6,3,0.069,0.164,0.495,0.463
P01975,2026-03-10,7,3,new_players,False,0.0,13.6,3,0.049,0.283,0.472,0.343
P01976,2025-07-29,231,1,active_non_payers,False,0.0,63.4,30,0.765,0.176,0.681,0.198
P01977,2025-10-29,139,9,returning_players,False,0.0,37.7,22,0.413,0.438,0.86,0.52
P01978,2025-07-26,234,3,active_non_payers,False,0.0,77.3,35,0.739,0.246,0.535,0.13
P01979,2025-12-20,87,0,active_non_payers,False,0.0,82.8,27,0.681,0.172,0.727,0.196
P01980,2025-09-17,181,8,returning_players,False,0.0,26.2,20,0.685,0.436,0.812,0.519
P01981,2026-03-15,2,1,new_players,False,0.0,15.9,2,0.028,0.294,0.536,0.468
P01982,2026-03-12,5,3,new_players,False,0.0,17.9,3,0.09,0.12,0.356,0.372
P01983,2025-09-25,173,3,returning_players,False,0.0,34.4,15,0.687,0.266,0.919,0.428
P01984,2025-07-20,240,6,returning_players,False,0.0,35.2,17,0.636,0.377,0.888,0.349
P01985,2026-03-10,7,2,new_players,True,12.91,20.4,1,0.029,0.128,0.496,0.43
P01986,2025-06-28,262,14,churn_risk_players,False,0.0,11.2,15,0.281,0.196,0.845,0.909
P01987,2025-10-07,161,2,active_non_payers,False,0.0,82.7,31,0.76,0.273,0.764,0.098
P01988,2025-03-30,352,9,churn_risk_players,False,0.0,5.6,15,0.315,0.175,0.883,0.884
P01989,2025-04-08,343,42,churn_risk_players,False,0.0,9.9,16,0.339,0.349,0.751,0.977
P01990,2026-03-13,4,4,new_players,False,0.0,15.5,1,0.077,0.149,0.48,0.46
P01991,2026-03-15,2,2,new_players,False,0.0,15.2,6,0.06,0.097,0.427,0.314
P01992,2025-04-28,323,8,churn_risk_players,False,0.0,10.1,13,0.313,0.266,0.833,0.846
